category,score,asset_key,path,source,used_by_count,used_by,status,reason,recommendation,searchQuery,alt,delivered_src,in_cache,cultural_markers
REVIEW,48,pexels:8470881,,https://www.pexels.com/photo/man-repairing-broken-car-8470881/,5,avtokleparstvo-bogdan-dolenc; avtolicarstvo-druge-igor; avtolicarstvo-mm-avtolicarske; avtolicarstvo-persin-vzdrzevanje; resos-avtovleka-avtokleparstvo,USED,Non-EU plate format in body shop,Crop plate,auto body shop car painting professional,Notranjost avtoličarske delavnice z vozilom,https://k1dgldwcgd9jslu2.public.blob.vercel-storage.com/clients/avtolicarstvo-druge-igor/hero.avif,True,non-EU plate
REVIEW,76,pexels:30250199,,https://www.pexels.com/photo/professional-auto-body-spray-painting-workshop-30250199/,4,alboni-avtokleparstvo-borut; avtokleparstvo-igor-oblak; avtokleparstvo-vinsek-ales; kraljic-janez-avtokleparstvo,USED,Spray-booth paintwork with Tyvek logo,Crop logo or unbranded PPE,auto body shop car painting professional,Notranjost avtokleparske delavnice z opremo za popravilo vozil,https://k1dgldwcgd9jslu2.public.blob.vercel-storage.com/clients/alboni-avtokleparstvo-borut/hero.avif,True,Tyvek logo
REVIEW,72,pexels:37809581,,https://www.pexels.com/photo/professional-car-detailing-in-garage-37809581/,4,avtokleparstvo-vzdrzevanje-vozil; avtolicarstvo-avtokleparstvo; avtolicarstvo-drago-iskra; avtolicarstvo-igor-kersic,USED,Polishing in athletic shorts/sneakers hobbyist look,Prefer coveralls,auto body shop car painting professional,Mehankar pri delu na popravilu karoserije vozila,https://k1dgldwcgd9jslu2.public.blob.vercel-storage.com/clients/avtokleparstvo-vzdrzevanje-vozil/services.avif,True,casual attire
REVIEW,48,pexels:8488035,,https://www.pexels.com/photo/metal-pipes-on-wall-8488035/,4,alvod-vodovod-ogrevanje; peteks-vodovodne-instalacije; vodovodne-napeljave-prenove; vodvrt-vodovodne-instalacije,USED,Messy unfinished ABS drain; weak marketing,Prefer clean EU pipe install,plumber working on pipes installation,Nova sanirana kopalnica in vodovodne inštalacije,https://k1dgldwcgd9jslu2.public.blob.vercel-storage.com/clients/peteks-vodovodne-instalacije/services.avif,False,rough ABS
REVIEW,58,hash:30b9377356f06073,public/clients/keramicarska-zakljucna-dela/services.jpg,local:public/clients/keramicarska-zakljucna-dela/services.jpg,3,keramicarska-zakljucna-dela; keramicarstvo-asmir-bajramovic; keramicarstvo-berlec,USED,NA Type-B outlets in bathroom,Crop outlets or replace,,Natančno polaganje keramičnih ploščic in zaključna dela,/clients/keramicarstvo-asmir-bajramovic/services.jpg,False,NA Type-B
REVIEW,55,hash:4b05466be788b282,public/clients/keramicarstvo-miha-seme/hero.jpg,local:public/clients/keramicarstvo-miha-seme/hero.jpg,3,keramicarstvo-miha-seme; klb-keramicarstvo-liman; pecarstvo-keramicarstvo-anton,USED,Roofing tiles not wall/floor keramičarstvo,Bathroom/floor tiling,,Polaganje keramike in strokovna izvedba del v svetlem prostoru,/clients/pecarstvo-keramicarstvo-anton/hero.jpg,False,roof tiles
REVIEW,44,pexels:12142829,,https://www.pexels.com/photo/plastic-pipes-on-wall-12142829/,3,alvod-vodovod-ogrevanje; aqua-install-milos; vodovodne-elektro-instalacije,USED,Rough exterior PVC poor hero quality,Before-state only or replace,plumber working on pipes installation,Električne inštalacije in strokovna montaža v sodobnem domu,https://k1dgldwcgd9jslu2.public.blob.vercel-storage.com/clients/vodovodne-elektro-instalacije/hero.avif,False,rough PVC
REVIEW,68,pexels:24653480,,https://www.pexels.com/photo/beautician-holding-nail-polish-24653480/,3,medicinska-pedikura-pancur; nails-by-me; pedikura-spela-zajc,USED,Product drip with LMI bottle branding,Crop logo,professional manicure and nail art close up,Strokovna nega stopal v prijetnem ambientu salona,https://k1dgldwcgd9jslu2.public.blob.vercel-storage.com/clients/pedikura-spela-zajc/hero.avif,True,LMI brand
REVIEW,48,pexels:5463582,,https://www.pexels.com/photo/technician-fixing-an-aircon-5463582/,3,vodovodne-elektro-instalacije; vodovodne-instalacije-montaza; vodovodne-plinske-prezracevalne,USED,Outdoor AC not pure heating,Boiler-centric if needed,heating system maintenance professional,Vodovodni in inštalaterski mojster pri delu,https://k1dgldwcgd9jslu2.public.blob.vercel-storage.com/clients/vodovodne-plinske-prezracevalne/hero.avif,False,AC condenser
REVIEW,42,pexels:6560297,,https://www.pexels.com/photo/a-person-massaging-a-topless-woman-lying-on-massage-table-6560297/,3,modus-vivendi-masaze; tajska-masaza-siriyupha; vitana-sasa-memon,USED,English BODY & SPA towel,Crop towel text,massage therapy spa wellness room,Aromaterapija in pripomočki za nego telesa,https://k1dgldwcgd9jslu2.public.blob.vercel-storage.com/clients/vitana-sasa-memon/services.avif,False,English towel
REVIEW,48,hash:103769a408860768,public/clients/elektro-ivan-troha/services.jpg,local:public/clients/elektro-ivan-troha/services.jpg,2,elektro-ivan-troha; elektroinstalacije-slavko-praznik,USED,Generic DIY tools,Prefer electrical kit,,Orodje in kabli za elektroinštalacije,/clients/elektro-ivan-troha/services.jpg,False,IKEA hammer
REVIEW,60,hash:5ab17493d6c7d986,public/clients/keramicarstvo-ani-anel/hero.jpg,local:public/clients/keramicarstvo-ani-anel/hero.jpg,2,keramicarstvo-ani-anel; polaganje-keramike-ostala,USED,Abstract tile light/shadow,Clearer finished room,,Polaganje keramike in gradbena dela v Postojni,/clients/polaganje-keramike-ostala/hero.jpg,False,none
REVIEW,65,hash:648dbe448c0d9e00,public/clients/frizerski-salon-andreja/hero.jpg,local:public/clients/frizerski-salon-andreja/hero.jpg,2,frizerski-salon-andreja; frizerski-salon-glamur,USED,Dior magazine prop stocky,Prefer salon work,,Topel in svetel frizerski salon v Postojni z udobnim ambientom,/clients/frizerski-salon-andreja/hero.jpg,False,Dior
REVIEW,70,hash:fd76b93f17688c92,public/clients/frisalon-frizerski-studio/services.jpg,local:public/clients/frisalon-frizerski-studio/services.jpg,2,frisalon-frizerski-studio; frizerski-studio-luka,USED,Makeup more than hairdressing,Cut/color shot,,Profesionalno striženje in urejanje las v frizerskem salonu,/clients/frizerski-studio-luka/services.jpg,False,beauty studio
REVIEW,55,pexels:28704177,,https://www.pexels.com/photo/skilled-cobbler-repairing-shoe-in-workshop-28704177/,2,cevljarstvo-izdelava-kljucev; vinko-cizerle,USED,Turkish tulip tea glass in cobbler shop,Crop tea glass,traditional shoe repair workshop dark moody warm lighting,Tradicionalna čevljarska delavnica v Postojni,https://k1dgldwcgd9jslu2.public.blob.vercel-storage.com/clients/cevljarstvo-izdelava-kljucev/hero.avif,True,Turkish tea
REVIEW,62,pexels:34286675,,https://www.pexels.com/photo/black-and-white-locksmith-working-in-istanbul-34286675/,2,avto-kljuci-kodirani; svedra,USED,Locksmith with English DoorAlex pack,Crop foreign packs,professional locksmith cutting keys dark workshop warm ambient light,Profesionalna izdelava ključev v delavnici,https://k1dgldwcgd9jslu2.public.blob.vercel-storage.com/clients/svedra/hero.avif,True,DoorAlex
REVIEW,58,pexels:37229315,,https://www.pexels.com/photo/relaxing-spa-facial-with-cucumber-slices-37229315/,2,kozmeticni-salon-talija; kozmetika-mojca-pevec,USED,Cucumber spa cliché dated,Contemporary facial,cosmetic facial treatment spa salon,Sproščujoč notranji prostor kozmetičnega salona z naravno svetlobo,https://k1dgldwcgd9jslu2.public.blob.vercel-storage.com/clients/kozmeticni-salon-talija/hero.avif,True,cucumber spa
REVIEW,55,hash:0fafd5d302ef5309,public/clients/servis-industrijske-elektronike/hero.jpg,local:public/clients/servis-industrijske-elektronike/hero.jpg,1,servis-industrijske-elektronike,USED,Phone PCB weak for industrial electronics,Industrial boards,,Tehnik med popravilom industrijske elektronike v delavnici,/clients/servis-industrijske-elektronike/hero.jpg,False,phone repair
REVIEW,72,hash:12ec17d8bb458841,public/clients/zbrendiraj-si/owner.jpg,local:public/clients/zbrendiraj-si/owner.jpg,1,zbrendiraj-si,USED,Generic corporate high-five stock,Prefer real owner photo,,Lastnik majhnega podjetja v svojem delovnem okolju,/clients/zbrendiraj-si/owner.jpg,False,office stock
REVIEW,58,hash:138108c5570e8791,public/clients/bb-elektro-instalacije/services.jpg,local:public/clients/bb-elektro-instalacije/services.jpg,1,bb-elektro-instalacije,USED,Abstract industrial toggle; poor residential elektro storytelling,Use consumer unit/Schuko,,Orodje in elektro oprema za instalacije,/clients/bb-elektro-instalacije/services.jpg,False,industrial switch
REVIEW,50,hash:15bee4d04b501bf6,public/clients/dbf-vulkanizerstvo-hitri/services.jpg,local:public/clients/dbf-vulkanizerstvo-hitri/services.jpg,1,dbf-vulkanizerstvo-hitri,USED,km/h gauge abstract; weak tire signal,Prefer tires/rims,,Menjava in centriranje pnevmatik v vulkanizerski delavnici,/clients/dbf-vulkanizerstvo-hitri/services.jpg,False,metric gauge
REVIEW,42,hash:3a90587fc9a801e1,public/clients/elektro-poje-dejan/services.jpg,local:public/clients/elektro-poje-dejan/services.jpg,1,elektro-poje-dejan,USED,Generic tools; weak elektro,Swap for sockets/panel,,Popravilo in vzdrževanje električnih sistemov,/clients/elektro-poje-dejan/services.jpg,False,none
REVIEW,48,hash:44db1c8fd48cc51d,public/clients/frizerski-salon-monika/services.jpg,local:public/clients/frizerski-salon-monika/services.jpg,1,frizerski-salon-monika,USED,US Vagaro POS + Christmas,Year-round EU desk,,"Strokovno striženje, barvanje in nega las v prijetnem salonu",/clients/frizerski-salon-monika/services.jpg,False,Vagaro
REVIEW,32,hash:6760420c568c66ff,public/clients/lepotni-studio-diamond/services.jpg,local:public/clients/lepotni-studio-diamond/services.jpg,1,lepotni-studio-diamond,USED,Russian Vogue Cyrillic cover,Crop magazine,,Sproščujoč hair spa in tretmaji obraza v prijetnem ambientu,/clients/lepotni-studio-diamond/services.jpg,False,Cyrillic Vogue
REVIEW,42,hash:6c68f3684b34cbfb,public/clients/else-za-elektro/hero.jpg,local:public/clients/else-za-elektro/hero.jpg,1,else-za-elektro,USED,Abstract lighting ceiling weak elektro,Prefer switchboards,,Električar pri izvedbi elektro inštalacij v objektu,/clients/else-za-elektro/hero.jpg,False,industrial chic
REVIEW,42,hash:72b6e250a43fc975,public/clients/elektro-veber-tone/services.jpg,local:public/clients/elektro-veber-tone/services.jpg,1,elektro-veber-tone,USED,Lifestyle interior weak elektro,Prefer install detail,,Montaža in vzdrževanje elektroinštalacij,/clients/elektro-veber-tone/services.jpg,False,suburban interior
REVIEW,55,hash:a04f76da92da8746,public/clients/bb-elektro-instalacije/hero.jpg,local:public/clients/bb-elektro-instalacije/hero.jpg,1,bb-elektro-instalacije,USED,Artistic fluorescent metaphor; weak elektro usefulness,Prefer wiring/panel shot,,Električar med delom na električni napeljavi v temnem ambientu,/clients/bb-elektro-instalacije/hero.jpg,False,fluorescent tube
REVIEW,72,hash:a0ac98cae76207e6,public/clients/studio-surya-del/services.jpg,local:public/clients/studio-surya-del/services.jpg,1,studio-surya-del,USED,English FACE CREAM prop,Prefer treatment room,,Kozmetične storitve in nega kože v prijetnem ambientu,/clients/studio-surya-del/services.jpg,False,English label
REVIEW,68,hash:af211a6403558555,public/clients/keram-zlatko-mavrin/services.jpg,local:public/clients/keram-zlatko-mavrin/services.jpg,1,keram-zlatko-mavrin,USED,Made in Australia soap label,Crop label,,Kakovostno položene ploščice v prenovljenem prostoru,/clients/keram-zlatko-mavrin/services.jpg,False,Australia label
REVIEW,40,hash:b778c8f0c17b4b61,public/clients/frizerski-studio-kreativa/services.jpg,local:public/clients/frizerski-studio-kreativa/services.jpg,1,frizerski-studio-kreativa,USED,Cajón portrait weak salon,Hair work,,Strokovno barvanje in oblikovanje las v salonu,/clients/frizerski-studio-kreativa/services.jpg,False,cajón
REVIEW,52,hash:c370b163f424b722,public/clients/elca-servisno-proizvodno/services.jpg,local:public/clients/elca-servisno-proizvodno/services.jpg,1,elca-servisno-proizvodno,USED,Cluttered electronics bench B&W,Prefer cleaner workshop,,Oprema in orodje za elektroinštalacije v urejeni delavnici,/clients/elca-servisno-proizvodno/services.jpg,False,clutter
REVIEW,62,hash:dde9566dcabd8472,public/clients/frizerski-salon-glamur/hero.jpg,local:public/clients/frizerski-salon-glamur/hero.jpg,1,frizerski-salon-glamur,USED,English Hello Gorgeous neon,Crop/replace neon,,Sodoben in svetel frizerski salon z vabljivim ambientom,/clients/frizerski-salon-glamur/hero.jpg,False,English neon
REVIEW,58,hash:f209130653a92fc3,public/clients/zlatko-gojic-polaganje/services.jpg,local:public/clients/zlatko-gojic-polaganje/services.jpg,1,zlatko-gojic-polaganje,USED,Flat stone steps weak showcase,Clearer tile project,,Natančna obdelava stopnic in polaganje granita,/clients/zlatko-gojic-polaganje/services.jpg,False,none
REVIEW,50,hash:f26e7951da0e4e7a,public/clients/keramicarstvo-mohorcic-borut/services.jpg,local:public/clients/keramicarstvo-mohorcic-borut/services.jpg,1,keramicarstvo-mohorcic-borut,USED,Dated retro bathroom,Contemporary tiling,,Moderna prenovljena kopalnica z položenimi keramičnimi ploščicami,/clients/keramicarstvo-mohorcic-borut/services.jpg,False,retro
REVIEW,58,hash:f70c8cc46c1b1cd6,public/clients/vulkanizerstvo-mitja-kocevar/services.jpg,local:public/clients/vulkanizerstvo-mitja-kocevar/services.jpg,1,vulkanizerstvo-mitja-kocevar,USED,Detailing wrap more than tires,Tire equipment,,Premontaža in centriranje pnevmatik,/clients/vulkanizerstvo-mitja-kocevar/services.jpg,False,detailing
REVIEW,45,pexels:17866923,,https://www.pexels.com/photo/blue-mosaic-floor-and-walls-of-a-building-17866923/,0,(UNUSED — pool/cache only),UNUSED/CACHED,UNUSED pool: Iberian blue mosaic weak for SI tile demos,Do not promote to demos,tile installer laying ceramic floor,,https://k1dgldwcgd9jslu2.public.blob.vercel-storage.com/stock/pexels/17866923.avif,True,Trencadís mosaic
REVIEW,50,pexels:34670929,,https://www.pexels.com/photo/construction-workers-in-safety-gear-on-site-34670929/,0,(UNUSED — pool/cache only),UNUSED/CACHED,UNUSED pool: AKYAR logo on hi-vis,Avoid or crop logo,construction workers building site professional,,https://k1dgldwcgd9jslu2.public.blob.vercel-storage.com/stock/pexels/34670929.avif,True,AKYAR
UNKNOWN,,pexels:994164,,https://www.pexels.com/photo/person-holding-paint-roller-while-painting-the-wall-994164/,3,juma-gradbenistvo; pleskarstvo-tomaz-cimperman; slikopleskarstvo-dejan-mavsar,USED,Visual inspection not completed in this audit pass,Manual visual review required,painting tools roller paint can neutral interior wall,Slikopleskarsko orodje in oprema za beljenje sten,https://k1dgldwcgd9jslu2.public.blob.vercel-storage.com/clients/slikopleskarstvo-dejan-mavsar/services.avif,True,
UNKNOWN,,pexels:16551819,,https://www.pexels.com/photo/plywood-furniture-in-kitchen-16551819/,2,mizarstvo-abram-marko; mizarstvo-joze-zupancic,USED,Visual inspection not completed in this audit pass,Manual visual review required,custom wooden kitchen modern interior warm light,Leseno pohištvo in kuhinja po meri v svetli notranjosti,https://k1dgldwcgd9jslu2.public.blob.vercel-storage.com/clients/mizarstvo-joze-zupancic/hero.avif,True,
UNKNOWN,,pexels:20345064,,https://www.pexels.com/photo/man-giving-woman-keys-20345064/,2,avto-kljuci-kodirani; svedra,USED,Visual inspection not completed in this audit pass,Manual visual review required,locksmith hand duplicating metal keys close up dark moody,Kopiranje in izdelava ključev,https://k1dgldwcgd9jslu2.public.blob.vercel-storage.com/clients/svedra/services.avif,True,
UNKNOWN,,pexels:21812143,,https://www.pexels.com/photo/electrician-working-with-cables-21812143/,2,elkan-elektroinstalacije-ljubisa; strela-elektroinstalaterstvo-stane,USED,Visual inspection not completed in this audit pass,Manual visual review required,electrician working electrical panel,Strokovne elektroinštalacije in pregled električne omarice,https://k1dgldwcgd9jslu2.public.blob.vercel-storage.com/clients/elkan-elektroinstalacije-ljubisa/services.avif,True,
UNKNOWN,,pexels:26447047,,https://www.pexels.com/photo/black-and-white-photo-of-a-chair-standing-by-the-wall-26447047/,2,adrijana-srebot; frizerski-salon-luna,USED,Visual inspection not completed in this audit pass,Manual visual review required,professional hair styling and coloring salon interior,Strokovno barvanje las in stilsko oblikovanje pričesk v salonu,/clients/adrijana-srebot/services.avif,True,
UNKNOWN,,pexels:27155225,,https://www.pexels.com/photo/senior-man-sitting-by-table-with-tools-27155225/,2,mizarstvo-abram; mizarstvo-abram-marko,USED,Visual inspection not completed in this audit pass,Manual visual review required,carpenter workshop craft wood details dark moody lighting,Mizarska delavnica in izdelava pohištva,https://k1dgldwcgd9jslu2.public.blob.vercel-storage.com/clients/mizarstvo-abram/services.avif,True,
UNKNOWN,,pexels:32115287,,https://www.pexels.com/photo/worker-on-elevated-platform-painting-building-exterior-32115287/,2,mejak-marjan-slikopleskarstvo; slikopleskarstvo-zakljucna-dela,USED,Visual inspection not completed in this audit pass,Manual visual review required,professional painter painting facade,Slikopleskar pri delu v svetlem prostoru,https://k1dgldwcgd9jslu2.public.blob.vercel-storage.com/clients/slikopleskarstvo-zakljucna-dela/hero.avif,False,
UNKNOWN,,pexels:33694019,,https://www.pexels.com/photo/technician-working-on-electrical-control-panel-33694019/,2,efm-montaza-popravila; elektroinstalacije-marjan-pajk,USED,Visual inspection not completed in this audit pass,Manual visual review required,electrician working electrical panel,Električar med vgradnjo elektroinstalacij v sodobnem prostoru,https://k1dgldwcgd9jslu2.public.blob.vercel-storage.com/clients/elektroinstalacije-marjan-pajk/hero.avif,True,
UNKNOWN,,pexels:34054464,,https://www.pexels.com/photo/electrician-diagnosing-electrical-panel-with-multimeter-34054464/,2,elektro-keber-ziga; elektroinstalacije-tehnicne-gorazd,USED,Visual inspection not completed in this audit pass,Manual visual review required,electrician working on modern electrical panel warm light,Električar pri delu na elektro omarici,https://k1dgldwcgd9jslu2.public.blob.vercel-storage.com/clients/elektroinstalacije-tehnicne-gorazd/hero.avif,True,
UNKNOWN,,pexels:5260115,,https://www.pexels.com/photo/person-holding-a-tire-5260115/,2,vulkanizerstvo-jan-dobnikar; vulkanizerstvo-matjasec-damjan,USED,Visual inspection not completed in this audit pass,Manual visual review required,tire shop mechanic changing tire,Stroj za centriranje koles v avtomehanični delavnici,https://k1dgldwcgd9jslu2.public.blob.vercel-storage.com/clients/vulkanizerstvo-jan-dobnikar/services.avif,True,
UNKNOWN,,pexels:5493654,,https://www.pexels.com/photo/construction-workers-renovating-a-house-5493654/,2,slikopleskarstvo-fasaderstvo-radojica; slikopleskarstvo-robert-pecjak,USED,Visual inspection not completed in this audit pass,Manual visual review required,house painter working on wall interior,Slikopleskar pri natančnem pleskanju sten v svetlem prostoru,https://k1dgldwcgd9jslu2.public.blob.vercel-storage.com/clients/slikopleskarstvo-fasaderstvo-radojica/hero.avif,False,
UNKNOWN,,pexels:5691479,,https://www.pexels.com/photo/housepainter-on-ladder-working-in-room-5691479/,2,slikopleskarstvo-denis-vehabovic; slikopleskarstvo-tasev,USED,Visual inspection not completed in this audit pass,Manual visual review required,house painter working on wall interior,Slikopleskar pri natančnem pleskanju sten v sodobnem svetalem stanovanju,https://k1dgldwcgd9jslu2.public.blob.vercel-storage.com/clients/slikopleskarstvo-denis-vehabovic/hero.avif,False,
UNKNOWN,,pexels:5691588,,https://www.pexels.com/photo/an-electrician-using-pliers-to-repair-the-ac-power-plugs-and-sockets-5691588/,2,elektro-servis; strela-elektroinstalaterstvo-stane,USED,Visual inspection not completed in this audit pass,Manual visual review required,professional electrician installing wiring,Orodja in električne napeljave za elektroinstalacije,https://k1dgldwcgd9jslu2.public.blob.vercel-storage.com/clients/elektro-servis/services.avif,True,
UNKNOWN,,pexels:5691677,,https://www.pexels.com/photo/crop-woman-painting-walls-at-home-5691677/,2,dragan-novarlic-prevozne; mejak-marjan-slikopleskarstvo,USED,Visual inspection not completed in this audit pass,Manual visual review required,house painter working on wall interior,Izdelava toplotne izolacijske fasade,https://k1dgldwcgd9jslu2.public.blob.vercel-storage.com/clients/mejak-marjan-slikopleskarstvo/services.avif,False,
UNKNOWN,,pexels:6474123,,https://www.pexels.com/photo/a-man-in-white-shirt-painting-a-house-6474123/,2,rbt-gradbenistvo; slikopleskarstvo-fasaderstvo-cveto,USED,Visual inspection not completed in this audit pass,Manual visual review required,professional painter interior wall renovation dark mood,Slikopleskarska in gradbena dela pri prenovi prostorov,https://k1dgldwcgd9jslu2.public.blob.vercel-storage.com/clients/rbt-gradbenistvo/hero.avif,True,
UNKNOWN,,pexels:6628596,,https://www.pexels.com/photo/a-woman-having-a-massage-6628596/,2,modus-vivendi-masaze; tajska-masaza-siriyupha,USED,Visual inspection not completed in this audit pass,Manual visual review required,massage therapy spa wellness room,Sproščujoč ambient za tradicionalno tajsko masažo z naravno svetlobo,https://k1dgldwcgd9jslu2.public.blob.vercel-storage.com/clients/tajska-masaza-siriyupha/hero.avif,False,
UNKNOWN,,pexels:6870318,,https://www.pexels.com/photo/a-man-installing-a-tire-into-a-car-6870318/,2,vulkanizerstvo; vulkanizerstvo-metod-globokar,USED,Visual inspection not completed in this audit pass,Manual visual review required,tire shop mechanic changing tire,Notranjost vulkanizerske delavnice z opremo za premontažo pnevmatik,https://k1dgldwcgd9jslu2.public.blob.vercel-storage.com/clients/vulkanizerstvo/hero.avif,True,
UNKNOWN,,pexels:6870322,,https://www.pexels.com/photo/man-in-blue-long-sleeve-shirt-standing-beside-orange-car-6870322/,2,asm-avtocenter-avtopralnica; avto-smodek-avtovleka,USED,Visual inspection not completed in this audit pass,Manual visual review required,tire shop mechanic changing tire,Avtoservis in popravila vozil,https://k1dgldwcgd9jslu2.public.blob.vercel-storage.com/clients/avto-smodek-avtovleka/services.avif,True,
UNKNOWN,,pexels:6870330,,https://www.pexels.com/photo/man-in-blue-dress-shirt-and-blue-denim-jeans-sitting-on-brown-wooden-seat-6870330/,2,asm-avtocenter-avtopralnica; avto-smodek-avtovleka,USED,Visual inspection not completed in this audit pass,Manual visual review required,tire shop mechanic changing tire,Avtovleka in pomoč na cesti,https://k1dgldwcgd9jslu2.public.blob.vercel-storage.com/clients/avto-smodek-avtovleka/hero.avif,True,
UNKNOWN,,pexels:7217987,,https://www.pexels.com/photo/man-putting-adhesive-tape-on-wall-7217987/,2,slikopleskarstvo-aljaz-baumann; slikopleskarstvo-zakljucna-dela,USED,Visual inspection not completed in this audit pass,Manual visual review required,house painter working on wall interior,Orodja in material za slikopleskarska dela,https://k1dgldwcgd9jslu2.public.blob.vercel-storage.com/clients/slikopleskarstvo-zakljucna-dela/services.avif,False,
UNKNOWN,,pexels:8815801,,https://www.pexels.com/photo/man-using-a-lug-wrench-8815801/,2,janez-kutin-vulkanizerstvo; pnevmatike-aeolus,USED,Visual inspection not completed in this audit pass,Manual visual review required,tire shop mechanic changing tire,Strokovno centriranje in premontaža pnevmatik v delavnici,https://k1dgldwcgd9jslu2.public.blob.vercel-storage.com/clients/pnevmatike-aeolus/services.avif,True,
UNKNOWN,,pexels:8986133,,https://www.pexels.com/photo/grayscale-photo-of-person-changing-car-tire-with-an-air-wrench-8986133/,2,janez-kutin-vulkanizerstvo; pnevmatike-aeolus,USED,Visual inspection not completed in this audit pass,Manual visual review required,tire shop mechanic changing tire,Notranjost delavnice za menjavo pnevmatik z opremo,https://k1dgldwcgd9jslu2.public.blob.vercel-storage.com/clients/pnevmatike-aeolus/hero.avif,True,
UNKNOWN,,pexels:9607005,,https://www.pexels.com/photo/person-holding-a-took-9607005/,2,avtomehanika-popravilo-avtomobilskih; vzdrzevanje-motornih-vozil,USED,Visual inspection not completed in this audit pass,Manual visual review required,car workshop tire repair and maintenance tools moody lighting,Orodja in oprema v avtomehanični delavnici,https://k1dgldwcgd9jslu2.public.blob.vercel-storage.com/clients/vzdrzevanje-motornih-vozil/services.avif,True,
UNKNOWN,,pexels:9679179,,https://www.pexels.com/photo/a-man-working-on-the-circuit-breaker-switch-9679179/,2,efm-montaza-popravila; elektroinstalacije-marjan-pajk,USED,Visual inspection not completed in this audit pass,Manual visual review required,electrician working electrical panel,Natančna montaža razsvetljave in električnih inštalacij,https://k1dgldwcgd9jslu2.public.blob.vercel-storage.com/clients/elektroinstalacije-marjan-pajk/services.avif,True,
UNKNOWN,,hash:05cb88c282705d33,public/clients/keramicarstvo-pecarstvo-robert/services.jpg,local:public/clients/keramicarstvo-pecarstvo-robert/services.jpg,1,keramicarstvo-pecarstvo-robert,USED,Visual inspection not completed in this audit pass,Manual visual review required,,Izdelava kamina in keramični detajli,/clients/keramicarstvo-pecarstvo-robert/services.jpg,False,
UNKNOWN,,hash:0b53de45ccdc4236,public/clients/keramicarstvo-prevec-simon/services.jpg,local:public/clients/keramicarstvo-prevec-simon/services.jpg,1,keramicarstvo-prevec-simon,USED,Visual inspection not completed in this audit pass,Manual visual review required,,Natančno pološčene keramične ploščice v prenovljenem prostoru,/clients/keramicarstvo-prevec-simon/services.jpg,False,
UNKNOWN,,hash:10a67180c89977c6,public/clients/keramicarstvodekorativni-kamen-robert/services.jpg,local:public/clients/keramicarstvodekorativni-kamen-robert/services.jpg,1,keramicarstvodekorativni-kamen-robert,USED,Visual inspection not completed in this audit pass,Manual visual review required,,Montaža dekorativnega kamna na steno v sodobnem prostoru,/clients/keramicarstvodekorativni-kamen-robert/services.jpg,False,
UNKNOWN,,hash:10ffb5b4c86d5cfa,public/clients/obdelava-kamna-teracerstvo/hero.jpg,local:public/clients/obdelava-kamna-teracerstvo/hero.jpg,1,obdelava-kamna-teracerstvo,USED,Visual inspection not completed in this audit pass,Manual visual review required,,Kamnosek pri natančni obdelavi naravnega kamna v delavnici,/clients/obdelava-kamna-teracerstvo/hero.jpg,False,
UNKNOWN,,hash:158523a9cc79fc00,public/clients/frizerstvo-tina-frizerske/services.jpg,local:public/clients/frizerstvo-tina-frizerske/services.jpg,1,frizerstvo-tina-frizerske,USED,Visual inspection not completed in this audit pass,Manual visual review required,,Strokovne frizerske storitve in urejanje pričesk,/clients/frizerstvo-tina-frizerske/services.jpg,False,
UNKNOWN,,hash:1b9318044ac7adb2,public/clients/polaganje-keramike-kamna/hero.jpg,local:public/clients/polaganje-keramike-kamna/hero.jpg,1,polaganje-keramike-kamna,USED,Visual inspection not completed in this audit pass,Manual visual review required,,Strokovno polaganje keramike v modernem interierju,/clients/polaganje-keramike-kamna/hero.jpg,False,
UNKNOWN,,hash:24ac25179d75ed5e,public/clients/keramicarstvo-tadej-potocnik/services.jpg,local:public/clients/keramicarstvo-tadej-potocnik/services.jpg,1,keramicarstvo-tadej-potocnik,USED,Visual inspection not completed in this audit pass,Manual visual review required,,Natančno polaganje stenske in talne keramike,/clients/keramicarstvo-tadej-potocnik/services.jpg,False,
UNKNOWN,,hash:2aad3a5c30bf5b37,public/clients/polaganje-keramike-kamna/services.jpg,local:public/clients/polaganje-keramike-kamna/services.jpg,1,polaganje-keramike-kamna,USED,Visual inspection not completed in this audit pass,Manual visual review required,,Natančno polaganje kamna in keramike,/clients/polaganje-keramike-kamna/services.jpg,False,
UNKNOWN,,hash:3042d07e55ff1e1d,public/clients/frizerstvo-brigita-brigita/hero.jpg,local:public/clients/frizerstvo-brigita-brigita/hero.jpg,1,frizerstvo-brigita-brigita,USED,Visual inspection not completed in this audit pass,Manual visual review required,,Topel in svetel frizerski salon,/clients/frizerstvo-brigita-brigita/hero.jpg,False,
UNKNOWN,,hash:31401d790083cc36,public/clients/keramix-keramicarstvo-robert/hero.jpg,local:public/clients/keramix-keramicarstvo-robert/hero.jpg,1,keramix-keramicarstvo-robert,USED,Visual inspection not completed in this audit pass,Manual visual review required,,Strokovno polaganje keramičnih ploščic v moderni kopalnici,/clients/keramix-keramicarstvo-robert/hero.jpg,False,
